#-----------------------------------------------------------
# xsim v2022.1 (64-bit)
# SW Build 3526262 on Mon Apr 18 15:47:01 MDT 2022
# IP Build 3524634 on Mon Apr 18 20:55:01 MDT 2022
# Start of session at: Thu Mar 14 00:42:36 2024
# Process ID: 41358
# Current directory: /home/roy/SoC_Lab_S2/caravel-soc_fpga-lab/fsic-sim/fsic_fpga/rtl/user/testbench/tc
# Command line: xsim -mode tcl -source {xsim.dir/tb_fsic_xelab/xsim_script.tcl}
# Log file: /home/roy/SoC_Lab_S2/caravel-soc_fpga-lab/fsic-sim/fsic_fpga/rtl/user/testbench/tc/xsim.log
# Journal file: /home/roy/SoC_Lab_S2/caravel-soc_fpga-lab/fsic-sim/fsic_fpga/rtl/user/testbench/tc/xsim.jou
# Running On: roy-VirtualBox, OS: Linux, CPU Frequency: 2999.996 MHz, CPU Physical cores: 2, Host memory: 10425 MB
#-----------------------------------------------------------
source xsim.dir/tb_fsic_xelab/xsim_script.tcl
# xsim {tb_fsic_xelab} -autoloadwcfg -tclbatch {log_wave.tcl}
Time resolution is 1 ps
open_wave_config /home/roy/SoC_Lab_S2/caravel-soc_fpga-lab/fsic-sim/fsic_fpga/rtl/user/testbench/tc/tb_fsic_xelab.wcfg
WARNING: Simulation object /tb_fsic/dut/U_MPRJ_IO0/vccd1 was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_MPRJ_IO0/vccd2 was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_MPRJ_IO0/vssd1 was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_MPRJ_IO0/vssd2 was not found in the design.
WARNING: Simulation object /tb_fsic/vccd1 was not found in the design.
WARNING: Simulation object /tb_fsic/vccd2 was not found in the design.
WARNING: Simulation object /tb_fsic/vssd1 was not found in the design.
WARNING: Simulation object /tb_fsic/vssd2 was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/pre_rd_ptr_reg was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/as_up_tvalid_reg was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/as_aa_tvalid_reg was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/delaynext was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/pre_m_axis was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/reg_edgedetect_done was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/edgedetect_done was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/rd_state was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/rd_next_state was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/reg_widthIn was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/reg_heightIn was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/reg_sw_in was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/reg_rst was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/crc32_stream_in was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/crc32_stream_out was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/reg_crc32_stream_in was not found in the design.
WARNING: Simulation object /tb_fsic/dut/U_USER_SUBSYS0/U_USRPRJ0/reg_crc32_stream_out was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/as_up_tvalid_reg was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/pre_rd_ptr_reg was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/as_up_tvalid_reg was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/as_aa_tvalid_reg was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/delaynext was not found in the design.
WARNING: Simulation object /tb_fsic/dut/AXIS_SW0/pre_m_axis was not found in the design.
source log_wave.tcl
## log_wave -quiet -verbose -recursive *
## run all
Test#1: FIR initialization from SOC side
fsci_system_initial: TX/RX test
LENGTH =        600
              700545=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       507,  soc_to_fpga_axis_captured[       507] =xxxXffffda1d, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffda1d
              700545=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       507,  soc_to_fpga_axis_captured[       507] =xxxXffffda1d, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffda1d
              701105=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       508,  soc_to_fpga_axis_captured[       508] =xxxXffffd966, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd966
              701105=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       508,  soc_to_fpga_axis_captured[       508] =xxxXffffd966, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd966
              701665=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       509,  soc_to_fpga_axis_captured[       509] =xxxXffffd8af, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd8af
              701665=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       509,  soc_to_fpga_axis_captured[       509] =xxxXffffd8af, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd8af
              702225=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       510,  soc_to_fpga_axis_captured[       510] =xxxXffffd7f8, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd7f8
              702225=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       510,  soc_to_fpga_axis_captured[       510] =xxxXffffd7f8, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd7f8
              702785=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       511,  soc_to_fpga_axis_captured[       511] =xxxXffffd741, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd741
              702785=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       511,  soc_to_fpga_axis_captured[       511] =xxxXffffd741, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd741
              703345=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       512,  soc_to_fpga_axis_captured[       512] =xxxXffffd68a, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd68a
              703345=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       512,  soc_to_fpga_axis_captured[       512] =xxxXffffd68a, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd68a
              703465=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffb8
              703505=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffb7
              703545=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffb6
              703585=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffb5
              703625=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffb6
              703665=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffb7
              703705=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffb8
              703745=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffb9
              703785=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffba
              703905=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       513,  soc_to_fpga_axis_captured[       513] =xxxXffffd5d3, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd5d3
              703905=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       513,  soc_to_fpga_axis_captured[       513] =xxxXffffd5d3, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd5d3
              704465=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       514,  soc_to_fpga_axis_captured[       514] =xxxXffffd51c, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd51c
              704465=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       514,  soc_to_fpga_axis_captured[       514] =xxxXffffd51c, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd51c
              705025=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       515,  soc_to_fpga_axis_captured[       515] =xxxXffffd465, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd465
              705025=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       515,  soc_to_fpga_axis_captured[       515] =xxxXffffd465, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd465
              705585=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       516,  soc_to_fpga_axis_captured[       516] =xxxXffffd3ae, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd3ae
              705585=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       516,  soc_to_fpga_axis_captured[       516] =xxxXffffd3ae, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd3ae
              706145=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       517,  soc_to_fpga_axis_captured[       517] =xxxXffffd2f7, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd2f7
              706145=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       517,  soc_to_fpga_axis_captured[       517] =xxxXffffd2f7, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd2f7
              706705=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       518,  soc_to_fpga_axis_captured[       518] =xxxXffffd240, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd240
              706705=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       518,  soc_to_fpga_axis_captured[       518] =xxxXffffd240, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd240
              707265=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       519,  soc_to_fpga_axis_captured[       519] =xxxXffffd189, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd189
              707265=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       519,  soc_to_fpga_axis_captured[       519] =xxxXffffd189, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd189
              707825=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       520,  soc_to_fpga_axis_captured[       520] =xxxXffffd0d2, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd0d2
              707825=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       520,  soc_to_fpga_axis_captured[       520] =xxxXffffd0d2, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd0d2
              708385=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       521,  soc_to_fpga_axis_captured[       521] =xxxXffffd01b, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd01b
              708385=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       521,  soc_to_fpga_axis_captured[       521] =xxxXffffd01b, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffd01b
              708505=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffbb
              708545=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffbc
              708585=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffbd
              708625=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffbe
              708665=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffbf
              708705=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc0
              708745=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc1
              708785=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc2
              708825=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc3
              708945=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       522,  soc_to_fpga_axis_captured[       522] =xxxXffffcf64, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcf64
              708945=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       522,  soc_to_fpga_axis_captured[       522] =xxxXffffcf64, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcf64
              709505=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       523,  soc_to_fpga_axis_captured[       523] =xxxXffffcead, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcead
              709505=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       523,  soc_to_fpga_axis_captured[       523] =xxxXffffcead, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcead
              710065=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       524,  soc_to_fpga_axis_captured[       524] =xxxXffffcdf6, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcdf6
              710065=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       524,  soc_to_fpga_axis_captured[       524] =xxxXffffcdf6, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcdf6
              710625=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       525,  soc_to_fpga_axis_captured[       525] =xxxXffffcd3f, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcd3f
              710625=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       525,  soc_to_fpga_axis_captured[       525] =xxxXffffcd3f, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcd3f
              711185=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       526,  soc_to_fpga_axis_captured[       526] =xxxXffffcc74, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcc74
              711185=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       526,  soc_to_fpga_axis_captured[       526] =xxxXffffcc74, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcc74
              711745=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       527,  soc_to_fpga_axis_captured[       527] =xxxXffffcb97, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcb97
              711745=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       527,  soc_to_fpga_axis_captured[       527] =xxxXffffcb97, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcb97
              712305=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       528,  soc_to_fpga_axis_captured[       528] =xxxXffffcae8, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcae8
              712305=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       528,  soc_to_fpga_axis_captured[       528] =xxxXffffcae8, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcae8
              712865=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       529,  soc_to_fpga_axis_captured[       529] =xxxXffffcaa9, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcaa9
              712865=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       529,  soc_to_fpga_axis_captured[       529] =xxxXffffcaa9, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcaa9
              713425=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       530,  soc_to_fpga_axis_captured[       530] =xxxXffffcae8, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcae8
              713425=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       530,  soc_to_fpga_axis_captured[       530] =xxxXffffcae8, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcae8
              713545=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc4
              713585=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc5
              713625=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc6
              713665=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc7
              713705=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc8
              713745=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffc9
              713785=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffca
              713825=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffcb
              713865=> fpga_axis_req send data, fpga_as_is_tupsb = 00000, fpga_as_is_tstrb = 0000, fpga_as_is_tkeep = 0000, fpga_as_is_tlast = 0, fpga_as_is_tdata = ffffffcc
              713985=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       531,  soc_to_fpga_axis_captured[       531] =xxxXffffcb97, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcb97
              713985=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       531,  soc_to_fpga_axis_captured[       531] =xxxXffffcb97, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcb97
              714545=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       532,  soc_to_fpga_axis_captured[       532] =xxxXffffcc74, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcc74
              714545=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       532,  soc_to_fpga_axis_captured[       532] =xxxXffffcc74, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcc74
              715105=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       533,  soc_to_fpga_axis_captured[       533] =xxxXffffcd3f, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcd3f
              715105=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       533,  soc_to_fpga_axis_captured[       533] =xxxXffffcd3f, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcd3f
              715665=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       534,  soc_to_fpga_axis_captured[       534] =xxxXffffcdf6, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcdf6
              715665=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       534,  soc_to_fpga_axis_captured[       534] =xxxXffffcdf6, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcdf6
              716225=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       535,  soc_to_fpga_axis_captured[       535] =xxxXffffcead, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcead
              716225=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       535,  soc_to_fpga_axis_captured[       535] =xxxXffffcead, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcead
              716785=> get soc_to_fpga_axis be : soc_to_fpga_axis_captured_count=       536,  soc_to_fpga_axis_captured[       536] =xxxXffffcf64, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcf64
              716785=> get soc_to_fpga_axis af : soc_to_fpga_axis_captured_count=       536,  soc_to_fpga_axis_captured[       536] =xxxXffffcf64, fpga_is_as_tupsb=xx, fpga_is_as_tstrb=x, fpga_is_as_tkeep=x , fpga_is_as_tlast=0, fpga_is_as_tdata=ffffcf64
